HTS Number,Description,General Rate of Duty,Special Rate of Duty,Column 2 Rate of Duty,CIF Value,Product Cost,Freight,Insurance,General Rate of Duty Parsed (%),General Rate of Duty Duty Amount,Special Rate of Duty Parsed (%),Special Rate of Duty Duty Amount,Column 2 Rate of Duty Parsed (%),Column 2 Rate of Duty Duty Amount
0406.30.44.00,Described in additional U.S. note 20 to this chapter and entered pursuant to its provisions,15%,"Free (A+,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)",35%,10600.0,10000.0,500.0,100.0,0.15,1590.0,0.0,0.0,0.35,3709.9999999999995
0406.30.49.00,Described in general note 15 of the tariff schedule and entered pursuant to its provisions,6.4%,"Free (A+,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)",35%,10600.0,10000.0,500.0,100.0,0.064,678.4,0.0,0.0,0.35,3709.9999999999995
0406.30.51.00,Described in additional U.S. note 22 to this chapter and entered pursuant to its provisions,6.4%,"Free (A+,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)",35%,10600.0,10000.0,500.0,100.0,0.064,678.4,0.0,0.0,0.35,3709.9999999999995
0406.30.55.00,Cheeses made from sheep's milk,9.6%,"Free (A+,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)",35%,10600.0,10000.0,500.0,100.0,0.096,1017.6,0.0,0.0,0.35,3709.9999999999995
0406.30.56.00,"Other, described in general note 15 of the tariff schedule and entered pursuant to its provisions",10%,"Free (A+,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)",35%,10600.0,10000.0,500.0,100.0,0.1,1060.0,0.0,0.0,0.35,3709.9999999999995
0406.30.57.00,"Containing, or processed from, Bryndza, Gjetost, Gammelost, Nokkelost or Roquefort cheeses",8.5%,"Free (A+,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)",35%,10600.0,10000.0,500.0,100.0,0.085,901.0000000000001,0.0,0.0,0.35,3709.9999999999995
0406.30.61.00,Described in additional U.S. note 17 to this chapter and entered pursuant to its provisions,10%,"Free (A+,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)",35%,10600.0,10000.0,500.0,100.0,0.1,1060.0,0.0,0.0,0.35,3709.9999999999995
0406.30.65.00,Described in additional U.S. note 18 to this chapter and entered pursuant to its provisions,10%,"Free (A+,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)",35%,10600.0,10000.0,500.0,100.0,0.1,1060.0,0.0,0.0,0.35,3709.9999999999995
0406.30.69.00,Described in additional U.S. note 19 to this chapter and entered pursuant to its provisions,10%,"Free (A+,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)",35%,10600.0,10000.0,500.0,100.0,0.1,1060.0,0.0,0.0,0.35,3709.9999999999995
0406.30.73.00,Described in additional U.S. note 20 to this chapter and entered pursuant to its provisions,10%,"Free (A+,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)",35%,10600.0,10000.0,500.0,100.0,0.1,1060.0,0.0,0.0,0.35,3709.9999999999995
0406.30.77.00,Described in additional U.S. note 21 to this chapter and entered pursuant to its provisions,10%,"Free (A+,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)",35%,10600.0,10000.0,500.0,100.0,0.1,1060.0,0.0,0.0,0.35,3709.9999999999995
0406.30.81.00,Described in additional U.S. note 22 to this chapter and entered pursuant to its provisions,10%,"Free (A+,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)",35%,10600.0,10000.0,500.0,100.0,0.1,1060.0,0.0,0.0,0.35,3709.9999999999995
0406.30.85.00,Described in additional U.S. note 23 to this chapter and entered pursuant to its provisions,10%,"Free (A+,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)",35%,10600.0,10000.0,500.0,100.0,0.1,1060.0,0.0,0.0,0.35,3709.9999999999995
0406.30.89.00,Described in additional U.S. note 16 to this chapter and entered pursuant to its provisions,10%,"Free (A+,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)",35%,10600.0,10000.0,500.0,100.0,0.1,1060.0,0.0,0.0,0.35,3709.9999999999995
0406.30.95.00,Other,8.5%,"Free (A+,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)",35%,10600.0,10000.0,500.0,100.0,0.085,901.0000000000001,0.0,0.0,0.35,3709.9999999999995
0406.40.20.00,In original loaves,2.7%,"Free (A+,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)",35%,10600.0,10000.0,500.0,100.0,0.027000000000000003,286.20000000000005,0.0,0.0,0.35,3709.9999999999995
0406.40.40.00,Other,4.5%,"Free (A+,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)",35%,10600.0,10000.0,500.0,100.0,0.045,477.0,0.0,0.0,0.35,3709.9999999999995
0406.40.44.00,In original loaves,12.8%,"Free (CO,JO,KR,OM,PA,PE,S)",35%,10600.0,10000.0,500.0,100.0,0.128,1356.8,0.0,0.0,0.35,3709.9999999999995
0406.40.48.00,Other,17%,"Free (CO,JO,KR,OM,PA,PE,S)",35%,10600.0,10000.0,500.0,100.0,0.17,1802.0000000000002,0.0,0.0,0.35,3709.9999999999995
0406.40.51.00,In original loaves,15%,"Free (A+,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)",35%,10600.0,10000.0,500.0,100.0,0.15,1590.0,0.0,0.0,0.35,3709.9999999999995
0406.40.52.00,Other,20%,"Free (A+,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)",35%,10600.0,10000.0,500.0,100.0,0.2,2120.0,0.0,0.0,0.35,3709.9999999999995
0406.40.54.00,In original loaves,15%,"Free (A+,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)",35%,10600.0,10000.0,500.0,100.0,0.15,1590.0,0.0,0.0,0.35,3709.9999999999995
0406.40.58.00,Other,20%,"Free (A+,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)",35%,10600.0,10000.0,500.0,100.0,0.2,2120.0,0.0,0.0,0.35,3709.9999999999995
0406.90.05.00,Bryndza cheese,7.2%,"Free (A+,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)",35%,10600.0,10000.0,500.0,100.0,0.07200000000000001,763.2,0.0,0.0,0.35,3709.9999999999995
0406.90.06.00,Described in general note 15 of the tariff schedule and entered pursuant to its provisions,12%,"Free (A+,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)",35%,10600.0,10000.0,500.0,100.0,0.12,1272.0,0.0,0.0,0.35,3709.9999999999995
0406.90.08,Described in additional U.S. note 18 to this chapter and entered pursuant to its provisions,12%,"Free (A+,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)",35%,10600.0,10000.0,500.0,100.0,0.12,1272.0,0.0,0.0,0.35,3709.9999999999995
0406.90.14.00,Described in general note 15 of the tariff schedule and entered pursuant to its provisions,15%,"Free (A+,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)",35%,10600.0,10000.0,500.0,100.0,0.15,1590.0,0.0,0.0,0.35,3709.9999999999995
0406.90.16.00,Described in additional U.S. note 20 to this chapter and entered pursuant to its provisions,15%,"Free (A+,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)",35%,10600.0,10000.0,500.0,100.0,0.15,1590.0,0.0,0.0,0.35,3709.9999999999995
0406.90.20.00,Made from goat's milk whey or from whey obtained from a mixture of goat's milk and not more than 20 percent by weight of cow's milk,4.2%,"Free (A+,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)",35%,10600.0,10000.0,500.0,100.0,0.042,445.20000000000005,0.0,0.0,0.35,3709.9999999999995
0406.90.25.00,Other,8.5%,"Free (A+,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)",35%,10600.0,10000.0,500.0,100.0,0.085,901.0000000000001,0.0,0.0,0.35,3709.9999999999995
0406.90.28.00,Described in general note 15 of the tariff schedule and entered pursuant to its provisions,25%,"Free (A+,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)",35%,10600.0,10000.0,500.0,100.0,0.25,2650.0,0.0,0.0,0.35,3709.9999999999995
0406.90.31.00,Described in additional U.S. note 21 to this chapter and entered pursuant to its provisions,25%,"Free (A+,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)",35%,10600.0,10000.0,500.0,100.0,0.25,2650.0,0.0,0.0,0.35,3709.9999999999995
0406.90.33.00,Other,21.3%,"Free (A+,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)",35%,10600.0,10000.0,500.0,100.0,0.213,2257.7999999999997,0.0,0.0,0.35,3709.9999999999995
0406.90.34.00,Described in general note 15 of the tariff schedule and entered pursuant to its provisions,19%,"Free (A+,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)",35%,10600.0,10000.0,500.0,100.0,0.19,2014.0,0.0,0.0,0.35,3709.9999999999995
0406.90.36.00,Described in additional U.S. note 21 to this chapter and entered pursuant to its provisions,19%,"Free (A+,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)",35%,10600.0,10000.0,500.0,100.0,0.19,2014.0,0.0,0.0,0.35,3709.9999999999995
0406.90.38.00,Other,12.2%,"Free (A+,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)",35%,10600.0,10000.0,500.0,100.0,0.122,1293.2,0.0,0.0,0.35,3709.9999999999995
0406.90.39.00,Described in general note 15 of the tariff schedule and entered pursuant to its provisions,15%,"Free (A+,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)",35%,10600.0,10000.0,500.0,100.0,0.15,1590.0,0.0,0.0,0.35,3709.9999999999995
0406.90.41.00,Described in additional U.S. note 21 to this chapter and entered pursuant to its provisions,15%,"Free (A,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)",35%,10600.0,10000.0,500.0,100.0,0.15,1590.0,0.0,0.0,0.35,3709.9999999999995
0406.90.43.00,Other,9.6%,"Free (A+,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)",35%,10600.0,10000.0,500.0,100.0,0.096,1017.6,0.0,0.0,0.35,3709.9999999999995
0406.90.44.00,Described in general note 15 of the tariff schedule and entered pursuant to its provisions,6.4%,"Free (A+,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)",35%,10600.0,10000.0,500.0,100.0,0.064,678.4,0.0,0.0,0.35,3709.9999999999995
0406.90.46.00,Described in additional U.S. note 25 to this chapter and entered pursuant to its provisions,6.4%,"Free (A+,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)",35%,10600.0,10000.0,500.0,100.0,0.064,678.4,0.0,0.0,0.35,3709.9999999999995
0406.90.49.00,Gammelost and Nokkelost cheeses,5.4%,"Free (A+,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)",35%,10600.0,10000.0,500.0,100.0,0.054000000000000006,572.4000000000001,0.0,0.0,0.35,3709.9999999999995
0406.90.51.00,Described in general note 15 of the tariff schedule and entered pursuant to its provisions,20%,"Free (A+,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)",35%,10600.0,10000.0,500.0,100.0,0.2,2120.0,0.0,0.0,0.35,3709.9999999999995
0406.90.52.00,Described in additional U.S. note 19 to this chapter and entered pursuant to its provisions,20%,"Free (A+,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)",35%,10600.0,10000.0,500.0,100.0,0.2,2120.0,0.0,0.0,0.35,3709.9999999999995
0406.90.56.00,In original loaves and suitable for grating,Free,,35%,10600.0,10000.0,500.0,100.0,0.0,0.0,0.0,0.0,0.35,3709.9999999999995
0406.90.57.00,"Pecorino, in original loaves, not suitable for grating",Free,,35%,10600.0,10000.0,500.0,100.0,0.0,0.0,0.0,0.0,0.35,3709.9999999999995
0406.90.59.00,Other,9.6%,"Free (A+,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)",35%,10600.0,10000.0,500.0,100.0,0.096,1017.6,0.0,0.0,0.35,3709.9999999999995
0406.90.61.00,"Containing Romano, Reggiano, Parmesan, Provolone, Provoletti, Sbrinz or Goya, all the foregoing made from cow's milk",7.5%,"Free (A+,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)",35%,10600.0,10000.0,500.0,100.0,0.075,795.0,0.0,0.0,0.35,3709.9999999999995
0406.90.63.00,Other,10%,"Free (A+,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)",35%,10600.0,10000.0,500.0,100.0,0.1,1060.0,0.0,0.0,0.35,3709.9999999999995
0406.90.66.00,Described in additional U.S. note 21 to this chapter and entered pursuant to its provisions,7.5%,"Free (A+,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)",35%,10600.0,10000.0,500.0,100.0,0.075,795.0,0.0,0.0,0.35,3709.9999999999995
0406.90.72.00,Described in additional U.S. note 17 to this chapter and entered pursuant to its provisions,10%,"Free (A+,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)",35%,10600.0,10000.0,500.0,100.0,0.1,1060.0,0.0,0.0,0.35,3709.9999999999995
0406.90.76.00,Described in additional U.S. note 18 to this chapter and entered pursuant to its provisions,10%,"Free (A+,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)",35%,10600.0,10000.0,500.0,100.0,0.1,1060.0,0.0,0.0,0.35,3709.9999999999995
0406.90.82.00,Described in additional U.S. note 19 to this chapter and entered pursuant to its provisions,10%,"Free (A+,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)",35%,10600.0,10000.0,500.0,100.0,0.1,1060.0,0.0,0.0,0.35,3709.9999999999995
0406.90.86.00,Described in additional U.S. note 20 to this chapter and entered pursuant to its provisions,10%,"Free (A+,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)",35%,10600.0,10000.0,500.0,100.0,0.1,1060.0,0.0,0.0,0.35,3709.9999999999995
0406.90.90.00,Described in additional U.S. note 22 to this chapter and entered pursuant to its provisions,10%,"Free (A+,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)",35%,10600.0,10000.0,500.0,100.0,0.1,1060.0,0.0,0.0,0.35,3709.9999999999995
0406.90.93.00,Described in additional U.S. note 23 to this chapter and entered pursuant to its provisions,10%,"Free (A+,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)",35%,10600.0,10000.0,500.0,100.0,0.1,1060.0,0.0,0.0,0.35,3709.9999999999995
0406.90.95.00,Described in additional U.S. note 16 to this chapter and entered pursuant to its provisions,10%,"Free (A+,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)",35%,10600.0,10000.0,500.0,100.0,0.1,1060.0,0.0,0.0,0.35,3709.9999999999995
0406.90.99.00,Other,8.5%,"Free (A+,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)",35%,10600.0,10000.0,500.0,100.0,0.085,901.0000000000001,0.0,0.0,0.35,3709.9999999999995
0408.11.00.00,Dried,47.6¢/kg,"Free (A+,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)",59.5¢/kg,10600.0,10000.0,500.0,100.0,0.04490566037735849,476.0,0.0,0.0,0.056132075471698115,595.0
0408.19.00.00,Other,9.7¢/kg,"Free (A+,AU,BH,CL,CO,D,E, IL,JO,KR,MA,OM,P,PA,PE,S,SG)",24.3¢/kg,10600.0,10000.0,500.0,100.0,0.009150943396226414,97.0,0.0,0.0,0.022924528301886793,243.0
0408.91.00.00,Dried,47.6¢/kg,"Free (A+,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)",59.5¢/kg,10600.0,10000.0,500.0,100.0,0.04490566037735849,476.0,0.0,0.0,0.056132075471698115,595.0
0408.99.00.00,Other,9.7¢/kg,"Free (A+,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)",24.3¢/kg,10600.0,10000.0,500.0,100.0,0.009150943396226414,97.0,0.0,0.0,0.022924528301886793,243.0
0409.00.00,Natural honey,1.9¢/kg,"Free (A+,AU,BH,CL,CO,D,E, IL,JO,KR,MA,OM,P,PA,PE,S, SG)",6.6¢/kg,10600.0,10000.0,500.0,100.0,0.0017924528301886792,19.0,0.0,0.0,0.006226415094339623,66.0
0410.10.00.00,Insects,1.1%,"Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)",10%,10600.0,10000.0,500.0,100.0,0.011000000000000001,116.60000000000001,0.0,0.0,0.1,1060.0
0410.90.00.00,Other,1.1%,"Free (A,AU, BH,CL,CO,D, E,IL,JO,KR, MA,OM,P,PA, PE,S,SG)",10%,10600.0,10000.0,500.0,100.0,0.011000000000000001,116.60000000000001,0.0,0.0,0.1,1060.0
0501.00.00.00,"Human hair, unworked, whether or not washed or scoured; waste of human hair",1.4%,"Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)",20%,10600.0,10000.0,500.0,100.0,0.013999999999999999,148.39999999999998,0.0,0.0,0.2,2120.0
0502.10.00.00,"Pigs', hogs' or boars' bristles and hair and waste thereof",0.8¢/kg,"Free (A*,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)",6.6¢/kg,10600.0,10000.0,500.0,100.0,0.0007547169811320754,8.0,0.0,0.0,0.006226415094339623,66.0
0505.10.00,Feathers of a kind used for stuffing; down,Free,,20%,10600.0,10000.0,500.0,100.0,0.0,0.0,0.0,0.0,0.2,2120.0
0505.90.20,Feather meal and waste,2.3%,"Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)",20%,10600.0,10000.0,500.0,100.0,0.023,243.79999999999998,0.0,0.0,0.2,2120.0
0505.90.60.00,Other,Free,,20%,10600.0,10000.0,500.0,100.0,0.0,0.0,0.0,0.0,0.2,2120.0
0510.00.20.00,"Ambergris, castoreum, civet and musk",5.1%,"Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)",20%,10600.0,10000.0,500.0,100.0,0.051,540.5999999999999,0.0,0.0,0.2,2120.0
0511.10.00,Bovine semen,Free,,10%,10600.0,10000.0,500.0,100.0,0.0,0.0,0.0,0.0,0.1,1060.0
0511.99.30,Products chiefly used as food for animals or as ingredients in such food,Free,,10%,10600.0,10000.0,500.0,100.0,0.0,0.0,0.0,0.0,0.1,1060.0
0511.99.36.00,Natural sponges of animal origin,3%,"Free (A+,AU,BH,CL,CO,D,E, IL,JO,KR,MA,OM,P,PA, PE,S,SG)",15%,10600.0,10000.0,500.0,100.0,0.03,318.0,0.0,0.0,0.15,1590.0
0511.99.40,Other,1.1%,"Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)",10%,10600.0,10000.0,500.0,100.0,0.011000000000000001,116.60000000000001,0.0,0.0,0.1,1060.0
